ID,Ascribed period,Type,Loop shape,Site Type (Primary),Loop?,Feet?,Material,Clapper?,Lat (Y),Long (X),Site Name,Site Type (Specific),County,Decoration?,Published in,Max Diameter (mm),Min Diameter (mm),Max Height (mm),Additional Information,Manufacture,Dating Info,Description
214,Roman - Early Medieval,Conical,-,Rural,FALSE,FALSE,Cu alloy,FALSE,54.1512,-2.4723,Ingleton,PAS,North Yorkshire,TRUE,PAS: LANCUM-1B03EC,29,-,28.1,-,Cast,-,"Circular in plan. Suspension loop broken. Below the base of the loop runs a raised rib, which at one point has a deep groove running parallel with the rib. There is also a circumferential raised rib a few millimetres from the rim. Inside the bell there ar"
34,Roman,Quadrangular,Pentagonal,Large town,TRUE,TRUE,Cu alloy,FALSE,52.634919,-1.141425,Jewry Wall (Leicester),Public baths,Leicestershire,FALSE,"Kenyon 1948: 260, Fig. 87.7",-,-,-,Unstratified.,Cast,-,"Four-sided pyramidal bell, with the remains of what would have been knobbed lugs at each corner - only one remains as a rounded foot. Traces of iron at the apex from the now missing clapper. The suspension loop is pentagonal, with a circular aperture, and"
19,Roman,Crotal,Circular,Villa,TRUE,FALSE,Cu alloy,TRUE,51.3625,0.0271,Keston,,Kent,FALSE,"Philip 1991: 175, Fig. 54.114",-,-,-,From filling of the Quarry Pit complex,Cast,Late 1st cent. AD,"Complete spherical bell.  The outer sphere was made from two separate halves, which analysis during conservation has shown to be soldered together with a white tin solder. Inside the bell is a small iron ball which served as a clapper. The oval suspension"
216,Roman,Unknown,-,Rural,FALSE,FALSE,Cu alloy,FALSE,52.561952,1.484871,Langley with Hardley,PAS,Norfolk,TRUE,PAS: NMS-2EDAFE,27,-,28,-,-,-,"No image. Description from PAS as follows: 'Approximately half of a Roman copper alloy conical clapper bell with incomplete suspension loop and the remains of an iron crown staple. On the exterior there are two encircling cordons, one just above the base,"
66,?Roman,Domed,Circular,Villa,TRUE,FALSE,Cu alloy,FALSE,54.09368,-0.78274,Langton Villa,,North Yorkshire,TRUE,"Corder & Kirk 1932: 69, Fig. 18.13",-,-,-,-,Cast,-,"A very small domed bell, with a circular (perhaps slightly arched) suspension loop with an ovate aperture. Clapper missing.  Image indicates a pair of incised lines at the rim, and a single incised line near the top."
223,Roman - Early Medieval,Conical,Ovate,Rural,TRUE,FALSE,Cu alloy,FALSE,53.799722,-1.549167,Leeds,PAS,West Yorkshire,TRUE,PAS: PUBLIC-86A679,26.48,22.1,32.46,-,Cast,-,"Suspension loop is slightly bent, ovate in shape with a circular aperture. Below the base of the loop runs a raised rib, which at one point has a deep groove (6.5mm long, 3.5mm wide) running parallel to the rib. There is also a circumeferential raised rib"
67,Roman,Domed,Circular,Villa,TRUE,FALSE,Cu alloy,TRUE,51.0429,-0.89184,Liss,,Hampshire,FALSE,"John Brown, pers. comm.",43,-,-,"Found during the excavations at the Liss Roman Villa site, From the Liss Villa site, Brows Farm, Hants. Several other villas are close to the site, there is a Roman road running close by at Woolmer from Chichester to Silchester.",Cast,Site dates to 3rd and 4th centuries AD.,Domed bell. Circular / arched suspension loop with circular aperture. No clapper recorded.
68,?Roman,Domed,Circular,Military/Town,TRUE,FALSE,Cu alloy,FALSE,52.9313,-1.47257,Little Chester,,Derbyshire,FALSE,"Langley & Drage 2000: 252, Fig. 26.19",25,-,-,Unstratified.,Cast,-,"Incomplete and distorted bell, probably domed. Part of the rim has broken off and the image indicates a series of fractures running along the surface of the bell. The top of the bell is pierced by a circular aperture, with a short length of wire passing t"
69,?Roman,Domed,Circular,Other,TRUE,FALSE,Cu alloy,TRUE,52.205,0.263,Little Wilbraham,?Anglo-Saxon Burial,Cambridgeshire,FALSE,White 1988: Fig. 91.2,-,-,-,Recorded as being found in an urn.,Cast,-,Complete domed bell. Circular suspension loop with a circular aperture. Image indicates a clapper which remains in situ and extends a few millimetres below the rim of the bell.
4,Roman,Tulip,Pentagonal,Large town,TRUE,FALSE,Cu alloy,FALSE,51.507222,-0.1275,London,Thames foreshore,London,FALSE,Wardle 1980: 78,72,56,124,Found on the northern foreshore of the Thames,Cast,-,"Tulip-shaped body narrowing at the middle and flaring towards an elliptical mouth. Clapper, which woud have been of iron, has not survived but inside the bell at the top are two small holes, probably for the attachment of a loop from which it was suspende"
37,Roman,Quadrangular,Pentagonal,Large town,TRUE,TRUE,Cu alloy,FALSE,51.50463335,-0.091765815,London,"?Mansio,15-23 Southwark Street",London,FALSE,"Cowan 1992: 91, Fig. 24.67",38,-,50,-,Cast,-,"Four-sided pyramidal bell. Small ball at each corner, forming four feet. Pentagonal suspension loop with circular aperture. No clapper recorded. Image indicates a worn and slightly pitted surface towards the rim of the bell."
70,Roman,Domed,Circular,Large town,TRUE,FALSE,Cu alloy,FALSE,51.5134,-0.084,London,"Occupation, Leadenhall Court",London,FALSE,"Milne & Wardle 1993: 89, Fig. 51.113",24,-,-,Surface in external area of a group of four timber strip-buildings.,Cast,"Period 2, pre-AD 75","Incomplete. Domed bell with some of the wall truncated. Suspension loop is broken, but enough survives to indicate a circular shape with circular aperture. Traces of iron clapper."
71,Roman,Domed,Hexagonal,Large town,TRUE,FALSE,Cu alloy,TRUE,51.5175,-0.1001,London,Burial,"London, St Bartholomew's Hospital",FALSE,"Bentley & Pritchard 1982: 148, Fig. 20.ix",26,-,22,"Burial 12: Female aged 17-24 years. 5'7.7"" tall. Bell found in overlying soil of grave. 7 bracelets and 2 finger rings placed in pile on chest.",Cast,c. 4th cent. AD,"Complete, domed bell, circular in plan. Hexagonal suspension loop with a circular aperture. Iron clapper remains in situ inside the bell, although the method by which the clapper is attached is obscured by corrosion. No evidence of tinning or silvering on"
184,Roman,Unknown,-,Large town,FALSE,FALSE,Cu alloy,FALSE,51.50725184,-0.008946234,London,"Quay, Billingsgate Market Lorry Park",London,FALSE,LAARC: BIG82 [4098] <2865>,-,-,-,-,Cast,??,No image or recorded description.
185,Roman,Unknown,Squared,Large town,TRUE,FALSE,Cu alloy,FALSE,51.50725184,-0.008946234,London,"Quay, Billingsgate Market Lorry Park",London,FALSE,LAARC: BWB83 [184] <3271>,25,-,24,-,Cast,??,"Convex body, almost hemispherical. Worn rectangular suspension loop with circular eye, trace of loop on inside for missing iron clapper."
186,Roman,Unknown,Hexagonal,Large town,TRUE,FALSE,Cu alloy,FALSE,51.50725184,-0.008946234,London,"Quay, Billingsgate Market Lorry Park",London,TRUE,LAARC: BWB83 [193] <1912>,c.16,-,16.3,-,Cast,??,"Small convex bell, the body now flattened, with three encircling grooves and a small, irregular, hexagonal suspension loop with circular eye. Clapper missing."
187,Roman,Unknown,-,Large town,FALSE,FALSE,Cu alloy,FALSE,51.50725184,-0.008946234,London,"Quay, Billingsgate Market Lorry Park",London,FALSE,LAARC: BWB83 [265] <3250>,-,-,-,-,Cast,??,No image or recorded description.
194,Roman,Unknown,-,Large town,FALSE,FALSE,Cu alloy,FALSE,51.51173669,-0.090955502,London,76 Cannon Street,London,FALSE,LAARC: CON86 [81] <5>,-,-,-,-,Cast,?,No image or recorded description.
195,Roman,Unknown,-,Large town,FALSE,FALSE,Cu alloy,FALSE,51.51310872,-0.079608431,London,5-12 Fenchurch Street,London,FALSE,LAARC: FEN83 [0] <196>,c.29,-,30,Unstratified.,Cast,-,No image or recorded description.
196,Roman,Unknown,Circular,Large town,TRUE,FALSE,Cu alloy,FALSE,51.51310872,-0.079608431,London,5-12 Fenchurch Street,London,FALSE,LAARC: FEN83 [2302] <155>,,,,-,Cast,?,"Upper part of a cu alloy bell, very corroded and encrusted, probably circular with rounded suspension loop."
197,Roman,Conical,Unclear,Large town,TRUE,FALSE,Cu alloy,FALSE,51.51597349,-0.091068186,London,Guildhall,London,FALSE,LAARC: GDH85 [1324] <272>,35,-,46,Residual in Medieval context,Cast,?,"Conical body, very encrusted, with corroded and encrusted polygonal handle."
198,Roman,Fragment,-,Large town,FALSE,TRUE,Cu alloy,FALSE,51.51150525,-0.089580862,London,Cannon Street Station (North),London,FALSE,LAARC: LYD88 [2172] <801>,-,-,31.5,-,Cast,?,"Fragment from the side of a bell with convex profile, incomplete. Small foot protrudes from edge."
199,Roman,Fragment,Unclear,Large town,TRUE,FALSE,Cu alloy,FALSE,51.5103208,-0.092558765,London,Thames Exchange Building,London,FALSE,LAARC: TEX88 [3024] <3052>,-,-,14.4,-,Cast,?,"Polygonal suspension loop with a circular eye, and upper part of a convex body from a small copper alloy bell."
200,Roman,Unknown,-,Large town,FALSE,FALSE,Cu alloy,FALSE,51.51142449,-0.089718587,London,Cannon Street Station (South),London,FALSE,LAARC: UTA87 [2098] <345>,-,-,-,-,Cast,?,No image or recorded description.
201,Roman,Domed,Hexagonal,Large town,TRUE,FALSE,Cu alloy,FALSE,51.507222,-0.1275,London,Fleet Valley Project,London,FALSE,LAARC: VAL88 [12533] <4993>,25,-,25,-,Cast,,"Complete, convex, almost hemispherical body with two turned grooves on the shoulder, neat hexagonal handle with circular eye, interior suspension loop. Clapper missing."
202,Roman,Quadrangular,-,Large town,FALSE,TRUE,Cu alloy,FALSE,51.51331853,-0.083273332,London,1-7 Whittington Avenue,London,FALSE,LAARC: WIV88 [1246] <109>,44.5,32,40,-,Cast,?,"Rectangular body, heavily corroded, originally with a foot at each corner, two of which remain. Suspension loop broken."
203,Roman,Iron,-,Large town,FALSE,FALSE,Iron,FALSE,51.51760948,-0.099445487,London,St Bartholomew's Hospital,London,FALSE,LAARC: BAR79 [167] <2>,-,-,-,-,Cast,?,-
279,Roman,Domed and Lipped,Hexagonal,Large town,TRUE,FALSE,Cu alloy,FALSE,51.50991232,-0.086044068,London,Thames Street,London,FALSE,"Wheeler 1930: 108, pl. XLVIII.5",,,,Acc.No. A23800,Cast,-,Complete domes bell with wip and hexagonal loop
280,Roman,Conical,Unclear,Large town,TRUE,FALSE,Cu alloy,FALSE,51.51438175,-0.088447031,London,Bank of England,London,FALSE,"Wheeler 1930: 108, pl. XLVIII.4",,,,Acc.No. A27835,Cast,,"Complete bell, of conical to domed shape, flaring towards the base; there are 2 mouldings just below the loop."
308,Roman,Shouldered,,Large town,FALSE,FALSE,Cu alloy,FALSE,51.51793283,-0.086070981,London,Burial,Finsbury Circus,FALSE,"Harward et al. 2015, 152, fig. 121.3",19.3,,13.6,"inhumation grave of an unsexed adult aged 36-45 years, who was buried with an infant, possibly a neonate cradled on the chest. Two ceramic beakers were placed by the right shoulder and by the skull of the adult; the bell was found on the right side of the",Cast,Period 4 (c AD 200-400),
309,Roman,Tulip,Pentagonal,Large town,TRUE,FALSE,Cu alloy,TRUE,51.51483829,-0.099193754,London,Occupation,Paternoster Square,FALSE,"Keily 2006, 98, fig. 95 <48>",44,25,71,from unphased context,Cast,-,"Tulip bell, H. 71mm, diameter 25-44mm; pentagonal loop, body now squashed, part of iron clapper also survives"
310,Roman,Conical,,Large town,FALSE,FALSE,Cu alloy,TRUE,51.51483829,-0.099193754,London,Occupation,Paternoster Square,FALSE,"Keily 2006, 98, fig. 95 <49>",23,,17,,Cast,2nd/3rd century context,"Conical bell, H. 17mm, diam 23mm; conical shape with an engraved lineparallel to the rim and two cut-aways either side of the top, through which an iron wire loop secured the iron clapper"
2,Roman,Tulip,?Pentagonal,Military,TRUE,FALSE,Cu alloy,TRUE,51.66261,-4.06461,Loughor,Fort,West Glamorgan,FALSE,"Marvell & Owen-John 1997: 269, Fig. 101.159",51.2,42.5,104,-,Cast,-,"Incomplete. The lower part of the bell, including the flared mouth, is missing, and the surviving fragments cannot give the complete profile. The angular suspension loop, though worn at the top, was probably pentagonal or hexagonal in shape, with a circul"
3,Roman,Tulip,?Pentagonal,Military,TRUE,FALSE,Cu alloy,TRUE,51.66261,-4.06461,Loughor,Fort,West Glamorgan,FALSE,"Marvell & Owen-John 1997: 270, Fig. 101.158",47,29,71,-,Cast,-,"Roughly cylindrical-shaped bell with slightly flared foot and domed upper section. The angular suspension loop, though worn at the top, was probably pentagonal in shape with a circular aperture. The lower body of the bell is squashed and part of the edge "
35,Roman,Quadrangular,Hexagonal,Military,TRUE,TRUE,Cu alloy,TRUE,51.66261,-4.06461,Loughor,Fort,West Glamorgan,FALSE,"Marvell & Owen-John 1997: 270, Fig. 101.159",39.2,28.2,46,-,Cast,-,"Complete four-sided pyramidal bell. Sub-rectangular cross-sectioned mouth, tapering towards a domed top. There is a small knob at each of the rounded corners of the mouth, forming four feet. Hexagonal suspension loop with circular aperture. The roughly cl"
116,?Roman,Fragment,Pentagonal,Military,TRUE,FALSE,Cu alloy,FALSE,51.66261,-4.06461,Loughor,Fort,West Glamorgan,FALSE,"Marvell & Owen-John 1997: 270, Fig. 101.157",21.3,-,-,-,Cast,-,"Fragment, consisting of a suspension loop and a very small section of the crown of a bell. The suspension loop is worn, pentagonal in shape with a circular aperture. The integral iron loop to which the now missing clapper was originally attached is still "
38,?Roman,Quadrangular,Circular,Military,TRUE,FALSE,Cu alloy,FALSE,52.37272,-1.496571,Lunt,Fort,Warwickshire,FALSE,"Hobley 1973: 75, Fig. 24, No. 38",-,-,-,"Foundations S of E gateway, Period II.",Cast,AD 64-70?,Four-sided pyramidal bell with slightly convex sides. Rectangular in plan. Circular suspension loop with circular aperture. No clapper recorded.
72,Roman,Domed,Ovate,Rural,TRUE,FALSE,Cu alloy,TRUE,50.694495,-2.468192,Maiden Castle,Temple,Dorset,FALSE,"Wheeler 1943: 288, Fig. 97.3",-,-,-,Roman level of Site L.,Cast,"Probably late 4th cent. AD, based on material from same deposit.","Complete domed bell. Suspension loop is in the shape of a pointed arch, with a circular aperture. Iron clapper remains in situ inside the bell."
105,Roman,Iron,-,Rural,FALSE,FALSE,Iron,FALSE,50.694495,-2.468192,Maiden Castle,?Temple,Dorset,FALSE,"Wheeler 1943: 288, Fig. 97.2",-,-,-,From the Roman level on Site L. Most of the material from this level was of late 4th cent date,Cast,?late 4th cent. AD,"Incomplete iron bell with traces of a copper alloy coating. Mouth is rectangular in plan, and the body of the bell is quadrangular in form, but without any feet. Suspension loop missing. No clapper recorded."
249,Roman,Conical,-,Rural,FALSE,FALSE,Cu alloy,FALSE,51.918886,0.167185,Manuden,PAS,Essex,FALSE,PAS: ESS-B21564,40.12,-,23.92,-,Cast,-,"Incomplete. Conical with the sides of the object now squashed in together. There are cracks running up each side of the object and one small part of the rim is nicked out. There appears to be a scar at the apex of the object, which may be the remains of a"
129,Roman,Openwork,?Hexagonal,Rural,TRUE,FALSE,Cu alloy,FALSE,52.66078,0.5255,Marham,PAS,Norfolk,FALSE,PAS: NMS-4892B4,22.5,-,27.5,-,Cast,-,"Slightly squashed openwork bell, but it would have originally been circular in plan. Conical shape with a row of seven, alternating triangular and inverted triangular cutouts around the body of the bell. Very worn suspension loop, probably originally hexa"
166,Roman,Conical,Ovate,Rural,TRUE,FALSE,Cu alloy,FALSE,53.8642,-0.6624,Market Weighton,PAS,East Riding of Yorkshire,TRUE,PAS: LVPL-E55604,31.68,-,34.74,-,Cast,-,"Conical in form, oval in plan, circular in cross-section. Parts of the rim are missing due to old breaks, and the clapper is also missing. The rim is decorated with a circumferential groove, and there is a raised band at the top of the object, just below "
244,Roman,Conical,Unclear,Rural,TRUE,FALSE,Cu alloy,FALSE,53.473479,0.045934,Marsh Chapel,PAS,Lincolnshire,TRUE,PAS: NLM-1ED5C5,25.8,-,33.2,-,Cast,-,"Incomplete. Conical bell of probable Roman date, with a mouth which is circular in plan. The shape of the suspension loop is not clear from the image or description on PAS, but is intact. The lower edge has a raised rim around the circumference and is bro"
145,Roman,Conical,Oval,Rural,TRUE,FALSE,Cu alloy,FALSE,55.041,-1.954,Matfen,PAS,Northumberland,TRUE,PAS: NCL-625A82,28.41,-,34.26,-,Cast,-,"Conical bell, with damage to the body from the lower edge. The lower edge has two parallel raised bands running around the base. Oval suspension loop with a small circular aperture, cast integral to the body of the bell, and distinguished by a cast-integr"
159,Roman,Conical,Circular,Rural,TRUE,FALSE,Cu alloy,FALSE,55.041,-1.954,Matfen,PAS,Northumberland,TRUE,PAS: NCL-377033,27.39,-,31.19,-,Cast,-,"The bell is cone shaped with a circular suspension loop at the top, which has a diameter of 7.99mm. It is missing the clapper. The metal is dark brown and there is evidence of corrosion in the interior of the bell where the clapper would have been. The bo"
178,Roman - Post-Medieval,Quadrangular,-,Rural,FALSE,FALSE,Cu alloy,FALSE,52.397669,1.337629,Mendham,PAS,Suffolk,FALSE,PAS: SF-8B1864,23.3,-,36.7,-,Cast,-,"Incomplete. Four-sided pyramidal bell, rectangular in section. The upper part of all four sides remains, two sides surviving more fully, the longest to 36.7mm but all sides are incomplete due to old breaks. The width of each side tapers from 23.3mm near t"
273,Roman,Unknown,Unclear,Rural,TRUE,FALSE,Cu alloy,FALSE,54.2859,-1.8087,Middleham,PAS,North Yorkshire,FALSE,PAS: YORYM-1641,30.4,-,31.9,-,Cast,-,"No image. Description from PAS as follows: 'Conical shaped with sub ovoid suspensor proximal (apex), 1 circular aperture at either side of top portion(at 90degrees to suspensor). Undecorated save double incised line around base. Base denuded. Grey colour,"
36,Roman,Quadrangular,Hexagonal,Other,TRUE,TRUE,Cu alloy,FALSE,55.9785,-3.601111,near Linlithgow Palace,Unknown,West Lothian,FALSE,"Clarke 1972: 228-30, Fig. 3.2",-,-,61,-,Cast,-,"Four-sided pyramidal bell. Lower edge damaged. One foot now missing, but the other three remain, which may have been attached in a secondary operation. Hexagonal suspension loop with circular aperture. Traces of iron clapper attached to the interior of th"
141,Roman,Domed,-,Rural,FALSE,FALSE,Cu alloy,FALSE,55.362888,-2.021268,Netherton,PAS,Northumberland,FALSE,PAS: NCL-CF0FE4,-,-,28.97,-,Cast,-,Incomplete. Half of a slightly domed body of a bell. Only the base of the suspension loop remains and there is a rib just above the outer edge. The bell has been heavily tinned. No clapper recorded.
181,Roman,Domed,-,Rural,FALSE,FALSE,Cu alloy,FALSE,50.66454,-1.20834,Newchurch,PAS,Isle of Wight,TRUE,PAS: IOW-DFF002,23.2,-,18.9,-,Cast,-,Incomplete. The surviving part of the bell is dome-shaped and has the remains of a suspension loop at the apex. The outer surface of the bell has two find circumferential incised lines which are set about 4mm apart. The lower part of the bell is missing d
132,?Roman,Domed,Hexagonal,Rural,FALSE,FALSE,Cu alloy,FALSE,52.2459,0.4105,Newmarket,PAS,Suffolk,TRUE,PAS: SF-7E9B32,13.89,-,15.94,-,Cast,-,"Incomplete. One side of the bell is missing due to old breaks, and the bell has been squashed so that what remains of the mouth is no longer circular in plan. It is conical in form with an integral suspension loop at the top which is flat, semi-circular i"
291,,Openwork,Pentagonal,Rural,TRUE,FALSE,Cu alloy,FALSE,51.982449,0.213573,Newport Uttlesford,PAS,Essex,FALSE,PAS: ESS-954081,25,,30,,Cast,,"6 pairs of perforations, either opposing triangles (tip to tip) or triangle above rectangle; pentagonal loop"
39,Roman,Quadrangular,Pentagonal,Military,TRUE,TRUE,Cu alloy,FALSE,55.601,-2.687,Newstead,Fort,Roxburghshire,FALSE,"Clarke 1972: 228-30, Fig. 3.1. Curle 1911: Pl. LIV.1",-,-,63,"From Pit VI, which was located in Barrach Block VII and also contained some glass fragments, possibly from a perfume bottle, the skull of a pig and other bones (Clarke 1911, 117).",Cast,Fort occupied ca. AD 80-180,"Worn, four-sided bell, rectangular in plan. The corners extend into small feet, which may have been attached in secondary operation, one foot now missing. Pentagonal suspension loop with a small circular aperture. Traces of iron clapper."
40,Roman,Quadrangular,Pentagonal,Military,TRUE,FALSE,Cu alloy,FALSE,55.601,-2.687,Newstead,Fort,Roxburghshire,FALSE,"Elliot 1983: 638-40, Fig. 1.1",-,-,42,Recorded as being found in main camp.,Cast,Fort occupied ca. AD 80-180,"Incomplete. Fragment of a shouldered quadrangular bell with a hole bored in both of the broader shoulders. Worn, pentagonal suspension loop with a large circular aperture. No trace of iron clapper."
74,Roman,Domed,-,Military,FALSE,FALSE,Cu alloy,FALSE,55.601,-2.687,Newstead,Fort,Roxburghshire,TRUE,"Elliot 1983: 638-40, Fig. 1.3",-,-,40,"Found in main camp, near East gate.",Cast,Fort occupied ca. AD 80-180,"Incomplete. Domed bell, the apex slightly off-centre with suspension loop broken in antiquity. One large hole seems to have been punched near the top of the bell, and two smaller holes drilled on opposite side. Two incised lines near the top. No clapper r"
75,Roman,Domed,-,Military,FALSE,FALSE,Cu alloy,FALSE,55.601,-2.687,Newstead,Fort,Roxburghshire,FALSE,"Elliot 1983: 638-40, Fig. 1.2",-,-,-,Found in East annexe.,Cast,Fort occupied ca. AD 80-180,"Fragment. Upper fragment of hemispherical bell, possibly of domed or shouldered type. Suspension loop broken in antiquity. It has two faint incised lines near the top. Traces of iron clapper."
76,?Medieval,Domed,Circular,Other,TRUE,FALSE,Cu alloy,FALSE,52.74856,0.93972,North Elmham,Post-Roman?,Norfolk,FALSE,"Wade-Martins 1980: 504, Fig. 264.55",-,-,-,"Period II pit, feature 259",Cast,Period II = late 9th - 10th century AD.,"Domed bell, with a worn, circular suspension loop with a circular aperture. Argued by Wade-Martins (1980: 504) that, as there is no evidence of any provision for a clapper, the bell must have been rung by clashing with another."
234,Roman,Domed,Unclear,Rural,TRUE,FALSE,Cu alloy,FALSE,52,-0.2,North Hertfordshire,PAS,Hertfordshire,FALSE,PAS: BH-673316,24,-,25.9,-,Cast,-,"Incomplete. A damaged and slightly corroded domed bell, the slightly convex sides tapering towards the rounded top. A broken suspension loop is located at the apex and just below this, on the body of the bell, is a sub-oval aperture. Evidence from the und"
218,Roman,Fragment,Oval,Rural,TRUE,FALSE,Cu alloy,FALSE,53.633,-1.175,Norton,PAS,South Yorkshire,FALSE,PAS: SWYOR-CD41A7,17.96,-,20.45,-,-,-,"Fragment, comprising of a semi-circular suspension loop with circular aperture, probably from a bell. The base flares in all directions and is broken where the wall of the bell would have extended. A very small iron projection from the centre of the base "
243,Roman,Conical,Semi-circular,Rural,TRUE,FALSE,Lead alloy,FALSE,51.582,-1.036,Nuffield,PAS,Oxfordshire,TRUE,PAS: BERK-9AF9C4,27.51,-,29.65,-,Cast,-,A lead alloy bell of probable Roman date. The bell is conical with slightly flattened sides creating an oval aperture. It has an integral loop at the peak for attachment. The bell is decorated with a circumferential ridge at the peak and one at the base. 
146,Roman,Quadrangular,Squared,Rural,TRUE,FALSE,Cu alloy,FALSE,52.225,-3.1,Old Radnor,PAS,Powys,FALSE,PAS: HESH-E4CF83,19.3,-,32.6,-,Cast,-,Incomplete - broken and abraded having lost the lower part completely. The bell has four distinct faceted faces; in plan the bell is sub-rectangular and broadly pyramidal in profile. The mouth of the bell is lost; as it rises it tapers to a domed head fro
163,Roman,Fragment,-,Rural,FALSE,FALSE,Cu alloy,TRUE,53.687518,-0.590724,Old Winteringham,PAS,Lincolnshire,FALSE,PAS: NLM-8A7B93,30.6,-,44,PAS shows findspot as very close to the river,Cast,-,"Fragment, consisting of part of the body of a bell and the stop of a ?circular suspension loop. A corroded iron clapper (c. 31mm long) is retained amid dense corrosion. The copper alloy body is heavily leaded."
172,Roman,Domed,Circular,Rural,TRUE,FALSE,Cu alloy,FALSE,53.687518,-0.590724,Old Winteringham,PAS,Lincolnshire,FALSE,PAS: NLM-6394F3,25.06,-,-,-,Cast,-,"White metal or base silver bell. A hemispherical bell with a circular suspension loop at the top, which has a large circular aperture. Two holes either side of the suspension loop in the sphere support a wire passing into the interior of the bell, from wh"
152,Roman,Fragment,-,Rural,FALSE,FALSE,Cu alloy,FALSE,51.191,-0.112,Outwood,PAS,Surrey,FALSE,PAS: SUR-9DB361,-,-,39,-,Cast,-,"Fragment, consisting of the upper half of the body and a small section of a suspension loop. The bell is in poor condition with a heavily worn and pitted surface, and several small holes. Some of the original surface survives around the loop as well as in"
286,,Openwork,Hexagonal,Rural,TRUE,FALSE,Cu alloy,FALSE,52.1032,-0.9575,Paulerspury,PAS,Northamptonshire,FALSE,PAS: NARC-D9C172,21,,27,,Cast,,"6 alternating triangles, hexagonal loop"
307,Roman,Conical,,Small town,TRUE,FALSE,Cu alloy,TRUE,51.416942,0.319807,"Pepper Hill, Southfleet",Burial,Kent,TRUE,"Booth & Cool 2006, 13",26,,18,Mid 2nd C woman and infant,Cast,mid 2nd C,"Tin bronze (XRF = Cu, SN (10%) (Zn)). Truncated conical bell with semi-circular suspension loop perforated on either side, groove above lower edge and below loop. Iron clapper with stumps of iron attachment loop in side perforations of suspension loop. Mi"
41,Roman,Quadrangular,Hexagonal,Other,TRUE,TRUE,Cu alloy,FALSE,56.397,-3.437,Perth,Unknown,Perthshire,FALSE,"Clarke 1972: 228-30, Fig. 3.3",-,-,56,-,Cast,-,"Four-sided pyramidal bell in good condition, with slightly convex sides. Small, round lugs at each of the corners, all four remaining. Worn, hexagonal suspension loop with an irregular circular aperture. Traces of iron clapper."
281,Roman,Iron,,Other,FALSE,FALSE,Iron,FALSE,51.49,0.09,Plumstead,?Ritual pit,Kent,FALSE,"Ross 1968, 270",,,,"A dene-hole leading to a cavity in the chalk with a depth of ca. 30 ft; found were: Upchurch urns, part of an iron knife, oyster shells and burnt sticks, pottery sherds and human and animal bones",,,No further information is provided.
20,Roman,Crotal,Squared,?Villa,TRUE,FALSE,Cu alloy,TRUE,50.74545,-1.33391,Rew Street,Ditch,Isle of Wight,FALSE,"Sherwin 1936: 202-3, Fig. 6",-,-,-,"Found in a ditch in Rew Street, close by another ditch which contained a Kimmeridge Shale dish. Also found alongside 1st-2nd cent. Pottery, New Forest ware and other Roman pottery.",Cast,?1st/2nd c,"Complete spherical bell. Image suggests it was made from two separate halves, possibly soldered together. On the upper half, there is a small circular aperture. The suspension loop is worn, and may have been of a squared or semi-circular shape, with a sma"
18,Roman,Shouldered,Semi-circular,Military,TRUE,FALSE,Cu alloy,FALSE,51.2965,1.3192,Richborough,Fort,Kent,FALSE,"Cunliffe 1968: 98, Pl. 150",-,-,-,"From pebble area E of section 46, close to N-S road",Cast,-,"The sides taper very sharply to a shoulder, with the suspension loop almost immediately after. The suspension loop, though worn at the top, was probably semi-circular in shape with a circular aperture. Recorded as containing the remains of an iron clapper"
42,Roman,Quadrangular,Hexagonal,Military,TRUE,TRUE,Cu alloy,FALSE,51.2965,1.3192,Richborough,?Fort,Kent,FALSE,"Bushe-Fox 1949: 151, 271, Pl. LVI.271",-,-,-,"Found in area south of the fort, unstratified.",Cast,-,"Bell with convex sides which flare outwards towards the rim, recorded as being a quadrangular bell and having 'a knob at each angle of the rim'. However, the image suggests the bell might be of the tulip type. Suspension loop is worn but was probably pent"
43,Roman,Quadrangular,Circular,Military,TRUE,TRUE,Cu alloy,FALSE,51.2965,1.3192,Richborough,Fort,Kent,FALSE,"Bushe-Fox 1932: 79, Pl.X, 18.",-,-,-,Unstratified.,Cast,-,"Four-sided pyramidal bell, rectangular in plan. Small lugs at each of the corners, all four remaining. Image suggests a worn and slightly pitted surface. Worn, circular suspension loop with circular aperture. Traces of the original clapper can be seen."
46,Roman,Quadrangular,Unclear,Military,TRUE,FALSE,Cu alloy,FALSE,51.2965,1.3192,Richborough,Fort,Kent,FALSE,"Bushe-Fox 1926: 45, Pl. XIII, 15.",-,-,-,Found near the postern gate in top soil.,Cast,Probably late 3rd / early 4th cent. AD,"No description recorded. Image indicates an incomplete four-sided pyramidal bell, one corner missing, and a suspension loop (shape not clear from image). Clapper seems to be missing."
77,Roman,Domed,?Circular,Military,TRUE,FALSE,Cu alloy,FALSE,51.2965,1.3192,Richborough,Fort,Kent,FALSE,"Bushe-Fox 1926: 47, Pl. XV.30",-,-,-,"Site 1, Room 4",Cast,,"Small domed bell with a suspension loop which has almost been worn through by wear, probably originally circular or arched in shape, with an oval aperture. No clapper recorded."
